word,domain
superimpose,
superimposed,Hum+Med
superimposition,Hum
succeed,
succeeding,
prescriptive,
domesticated,
domestication,
domesticate,
italics,
italicized,Hum
italicize,Hum
italic,
mainstream,
mainstream,
mainstreamed,Edu+Hum
mainstreaming,Edu+Hum
mainstreaming,Edu+Hum
encroachment,
encroach,
encroaching,
flourish,
flourishing,
flourish,
affluence,
modulate,
modulation,Sci
modulator,Sci+Med
modulated,Sci
childbearing,
recast,
recasting,Hum
cognitive,Edu
cognitively,
cognitivist,Hum
inflation,
inflate,
inflationary,
inflated,
inflatable,Sci
hyperinflation,His
inflating,Sci
hope,
hope,
hopeful,
hopefully,
hopeless,
hopelessness,
hopelessly,
hopeful,
hopefulness,Edu
prohibit,Law
prohibition,Law
prohibited,Law
prohibitive,
prohibitively,
prohibitionist,Law
permissive,
permissiveness,
graphic,Sci
graphic,
graphical,Sci
graphically,
revitalize,
revitalization,
revitalized,
revitalizing,Med
perplexing,
perplex,
perplexity,
perplexed,Law
oblique,
obliquely,Hum
oblique,Med
obliquity,Sci
untenable,
tenable,
cardinal,Rel
cardinal,
abbreviation,
abbreviated,
abbreviate,
buffer,Sci
buffer,
buffering,
buffered,Med
buffering,
dictate,
dictatorship,His
dictator,Law
dictate,
dictation,Hum
dictatorial,
dictated,Edu
redress,
redress,Law
rectify,
rectification,Med
rectifier,Sci
credence,
cluster,Sci
cluster,
clustering,
clustered,
draft,
draft,Law
drafting,
redraft,Law
drafted,
symbiotic,
symbiotically,Sci
query,
query,
respectability,
quadrant,
detract,
detractor,
analogue,
analogue,Edu+Med
amorphous,
demonstrable,
demonstrably,
synergy,
regression,Soc
regress,
regressive,
regress,
customize,
customized,
itinerant,
counterbalance,
counterbalance,
counterbalanced,Edu+Rel
counterbalancing,
subdivision,
subdivide,
subdivided,Soc
recovery,
recover,
recovered,
recoverable,
irrecoverable,Hum
ancillary,
explicate,
explication,Hum
discord,
discordant,
frame,
frame,
framer,Law
framing,
framed,Hum
framing,Hum
unframed,Hum
fluid,Med
fluid,
fluidity,Hum
mosaic,
mosaic,
meridian,
corrosion,Sci
corrosive,
corrode,
corroded,
defense,
defensive,
defence,His
defensible,
indefensible,
defensively,
objection,
objectionable,
objector,Rel
unobjectionable,Law
reciprocate,
reciprocation,Hum
reciprocated,Edu
reciprocating,Sci
recite,
recitation,
recital,Hum
recitative,Hum
progeny,
singular,Hum
singularity,
singular,Hum
singularly,
vernacular,Hum
vernacular,
pernicious,
proscribe,
proscription,
proscribed,Law
incipient,
disinterested,
disinterest,
disinterestedness,Hum+Rel
disinterestedly,Law
buttress,
buttress,Hum
reclaim,
reclamation,
reclaimed,
reclaim,Sci
reclaiming,His+Rel
verbatim,
verbatim,
instigate,
instigator,
instigation,His
dictum,
burdensome,
impel,
impeller,Sci
impelled,
disillusionment,
disillusion,
disillusioned,
disillusion,His
indoctrination,
indoctrinate,
permanence,
permanency,
impermanence,Rel
impinge,
impingement,Med
concentric,
circle,
circular,
circle,
encircle,
circular,
semicircular,Med
circularity,Hum
encirclement,His
semicircle,
circled,Med
circling,
circling,Hum
encircling,
encircled,Hum
bottleneck,
outgrowth,
miscellaneous,
unsound,
soundness,
soundly,
sounder,
panacea,
perception,Edu
misperception,
extraneous,
invalid,
invalid,
forebear,
centrifugal,
centrifuge,Sci
centrifuge,Med
centrifugation,Med
cursory,
cursorily,
interweave,
interweaving,
interwoven,
reconstitute,
reconstitution,
reconstituted,
usurp,
usurpation,
usurper,Hum
grant,
grant,
granting,
grantor,Law
henceforth,
conquer,
conqueror,
conquered,
conquering,
unconquerable,
annal,
land,
land,
landing,Sci
landed,
landless,His
landward,
landward,
spurious,
spuriously,
meter,Sci
metric,Sci
metrics,
metrical,Hum
meter,
metered,
metrically,Hum
misrepresentation,
misrepresent,
sup,
malleable,
malleability,
directorate,
heretofore,
divine,Rel
divination,Hum
divine,
divinely,Rel
divine,Rel
divining,Hum
brief,
briefly,
brief,Law
brief,
brief,
briefer,Law
res,
retardation,Edu
retarded,Edu
retard,
retardant,Sci
retard,Law+Rel
unjust,Rel
justly,
unjustly,
purview,
truncated,
truncate,
truncation,
judicious,
judiciously,
injudicious,
endogenous,
cogent,
cogently,
cogency,
predilection,
microcomputer,
supposition,
adjudication,Law
adjudicate,
adjudicator,Hum
criminal,Law
criminal,
criminality,
criminally,Law
expound,
superfluous,
ample,
amply,
apolitical,
irrigation,
irrigated,
irrigate,
occasion,
occasionally,
occasional,
occasion,
proximate,
exigency,
exigence,Rel
exigent,
offense,
offensive,
offensive,His
offence,
inoffensive,
offensively,
offensiveness,Rel
harvest,Sci
harvest,
harvesting,
harvester,
harvested,Sci
elapse,
elapsed,
liberation,
liberate,
liberating,Rel
liberated,
liberator,His
opine,
nomenclature,
national,
nation,
nationalism,His
nationalist,His
nationally,
nation-state,
nationalist,His
nationwide,
nationwide,
nationalistic,
national,Law
nationalization,
nationalize,
nationalized,
neuroscientist,
split,
split,
split,
splitting,
consequential,
inconsequential,
antipathy,
superficial,Med
superficially,
superficiality,Hum
subsidiary,Law
subsidiary,
subsidiarity,Rel
illuminate,
illumination,Hum
illuminating,
illuminated,Hum
impose,Law
imposition,
imposing,
imposed,
editor,
edit,
editorial,
editorial,
editing,
edited,
edit,Sci
editorialize,Law
editorship,
editorialist,His+Law
unedited,Hum
biochemistry,
enforcement,Law
enforce,Law
enforceable,Law
enforced,
enforcer,Law
unenforceable,Law
enforceability,Law
sine,
obviate,
merge,
merger,Law
merging,
merged,
unfold,
fold,Med
fold,
unfolding,
folding,
folded,
unfolding,
folding,
unfolded,Sci
impute,
imputation,
imputed,
sizeable,
salutary,
debate,
debate,
debatable,
debating,
transitory,
proclivity,
catalog,
catalogue,Hum
catalogue,
cataloguing,Hum
aegis,
iteration,Sci
iterative,
iterate,
iterated,
read,
reader,Hum
reading,Edu
reread,
readability,Edu
readable,
misread,
read,
misreading,Hum
unreadable,
unread,Hum
preeminence,
preeminently,
preeminent,
switch,
switch,Sci
switching,Sci
switched,Sci
switching,
switchable,Sci
alien,
alien,
alienation,
alienate,
alienated,
inalienable,
alienating,
summation,
progenitor,
fortuitous,
fortuitously,
outmoded,
parlance,
stricture,
vicarious,
vicariously,
parsimonious,
parsimony,
undervalue,
undervalued,Fin
undervaluation,
heredity,
compendium,
FALSO,
falsely,
falsehood,Rel
falsify,
falsity,
falsification,
FALSO,
falsifiable,
falsified,Law
falseness,Hum
veracity,
preconception,
paternalistic,
bracket,
bracket,
bracketed,
bracketing,
amalgamation,
amalgamate,
Amalgamated,
delete,
deletion,
deleted,Sci
immutable,
immutability,Hum+Rel
declarative,
consonant,Hum
consonant,
avail,
avail,
unavailing,Law
deviant,Soc
deviance,
deviant,
deviancy,Hum
disincentive,
piecemeal,
piecemeal,
tune,
tune,Hum
tuning,
tuner,Sci
tuned,Med
tuneful,Hum
tuneless,His+Rel
tunelessly,Hum
symbiosis,
interchange,
interchangeable,
interchangeably,
interchangeability,Hum
interchange,
submissive,
submissiveness,Rel
submissively,
obsolescence,
obsolescent,His
delimit,
delimitation,Law
delimited,
psychoanalyst,
servitude,
monogamous,
monogamy,
interpolation,
interpolate,
interpolated,Hum
emotive,
dismantle,
dismantling,
dismantlement,His
dismantled,
portable,Sci
portability,
portable,Sci
preconceived,
root,
root,
grass-roots,
rooted,
rootedness,
rootless,
rooting,Sci
rootlessness,
rooting,Rel
rootlet,Med
laud,
laudable,
laudatory,Hum
laudably,Rel
lauded,
conceal,
concealed,
concealment,
unconcealed,Law+Hum
concealing,His+Hum
catalytic,Sci
catalyze,
appendage,Sci
append,
manifold,
manifold,Sci
inadvertently,
inadvertent,
inadvertence,Law
infections,Med
infect,Med
infectious,Med
infectiousness,Med
onward,
onwards,
Onward,Law
profit,Fin
nonprofit,
profitable,Fin
profit,
profitability,Fin
profitably,
unprofitable,Fin
profiteering,His
profiteer,Law
nonprofit,Law
profitless,Fin
profiteer,Med
underestimate,
underestimation,
underestimate,
underestimated,Edu
dispense,
dispensation,
dispenser,
dispensing,Med
dispensary,His
germane,
bifurcation,
bifurcated,Law
bifurcate,
nebulous,
laborious,
laboriously,
hospitable,
inhospitable,
hospitably,Hum
unanimity,
skew,
skewed,
skew,Sci
skewing,
antineoplastics,Sci
chromatography,Sci
bronquite,Med
irreconcilable,
energy,
energetic,
energize,
energetically,
genome,Sci
behavioral,Sci
physiological,Med+Sci
felina,Sci
cattle,Sci
energized,Med
energetics,Sci
energizer,Med
applications,Med+Sci+Soc
energizing,Med
culpability,
culpable,
inimical,
weigh,
weighing,
salary,
bat,Sci
salaried,
macaques,Sci
nest,Sci
sequence,Sci
nest,Sci
nesting,Sci
nested,
modus,
plasmid,Sci+Med
streptococcus,Med
streptococci,Med
mingle,
intermingle,
intermingling,
mingling,
mingled,Hum
intermingled,
upsurge,
first,
first,
firstly,
first,Edu
disentangle,
ubiquity,
idiosyncrasy,
functionary,
discontinuous,
destabilize,His
destabilization,
destabilizing,His
destabilized,His+Hum
vicissitude,
polyubiquitination,Sci
single,
single,
single,Rel
singly,
singleness,Rel
paleolithic,
nexus,Sci
mesh,Sci
enmesh,
mesh,
enmeshment,Hum
enmeshed,Rel
meshing,Hum
fund,Fin
funding,
fund,
funded,
funder,
unfunded,Law
blur,
blur,Sci
blurring,
blurry,Sci
blurred,
blurring,Sci
bylaw,
tangential,
tangentially,
tangent,
tangent,Sci
neurosis,
enquiry,
enquire,
opacity,
VERO,
truly,
untrue,
truism,
primate,Sci
VERO,Rel
VERO,Rel
discredit,
discredited,
discrediting,Law
discreditable,His
disenchantment,
disenchanted,
apathy,
apathetic,
disallow,
veneration,Hum
venerate,
venerated,Hum
impartial,Law
impartiality,
partiality,
impartially,Law
panoply,
diametrically,
better,
better,
better,
better,
betterment,
constancy,
inconstancy,Hum
ingrain,
ingrained,
ingrain,Edu+Soc
post,
post,
postal,
post,Soc
postage,
posting,
post,
posted,
proteasomal,Med
postulate,
insufficiency,Med
sufficiency,
vague,
vaguely,
vagueness,
respiratory,Med
unidimensional,
worth,
worth,
worthy,
worthy,
worthless,
unworthy,Rel
worthiness,
worthlessness,
remuneration,
remunerative,
remunerate,Hum
profess,
professed,
prefix,
prefix,Hum
transfer,Edu
transfer,
transferable,Edu
transference,
transferred,
transferability,Edu
transferee,Law
transferral,Hum
trace,
trace,
traceable,
tracing,Med
untraceable,
preset,
preset,Sci
dovetail,
dovetail,Sci
legalistic,
capitulate,
capitulation,
multilingual,
annotation,Rel
annotated,Hum
annotate,
aberrant,
aberrant,Hum
class,Edu
middle-class,
working-class,His
class,
classy,
classless,Law
subclass,Med
subservient,
subservience,
card,
card,
egocentric,
egocentricity,Rel
aver,
expropriation,Law
expropriate,
expropriated,Law
husbandry,
propound,
sterile,Med
sterilization,His
sterilize,
sterility,
sterilized,Med
sterilizer,Sci
principality,
request,
request,
requested,
requester,Law
fermentation,Sci
ferment,
ferment,
fermented,Med
fermenting,Sci
gradation,
arrangement,
arrange,
rearrange,
rearrangement,
arranged,
prearranged,
arranger,Hum
rearranging,
poignant,
poignantly,
poignancy,Hum
injury,Med
injure,
injured,Med
injurious,
uninjured,Med
disassociate,
surprising,
surprise,
surprisingly,
surprised,
surprise,
unsurprisingly,
unsurprising,
unsurprised,
disequilibrium,
militate,
metallurgy,
metallurgical,
metallurgist,Sci
multilayered,
gene,Med+Sci
second,
second,
secondary,Edu
postsecondary,Edu
secondary,Med
secondly,
second,
secondarily,
vex,
vexing,
vexed,Hum
vexation,Hum
vexatious,Law
program,Edu
program,
chitin,Sci
plasmid,Med
applications,Sci
programming,Edu
programmer,
programmatic,Edu
programmable,Sci
programmed,
systematize,
systematization,His
systematized,
xenophobia,
xenophobic,
flu,Med
digestive,Med
pathogenesis,Med
oxidation,Sci
care,Med+Hum
arc,
arc,
arcing,Med
military,His
military,
militarily,His
militarism,
militaristic,
militarist,His
copy,
copy,
copier,Fin
copying,
copyist,Hum
copied,Hum
depredation,
appraisal,Soc
appraise,Edu
reappraisal,
appraiser,Fin
appraised,Fin
reappraise,
appraising,Rel+Med
propitious,
rejoinder,
bibliography,Hum
bibliographic,
bibliographical,His+Hum
bibliographer,His
abortion,Law+Rel
abort,
abortive,
aborted,
redirection,
reversion,
maximal,Med
maximally,
privation,
inborn,
palatable,
unpalatable,
imprimatur,
join,
rejoin,
joining,
joined,
join,Sci
serendipitous,
serendipity,
quiescent,
boundless,
bounded,
unbounded,
bounding,
boundlessly,Rel
credibility,
credible,
credibly,
microglia,Med
inflammatory,Med
immemorial,
rapacious,
rapacity,
Tanzanian,
Tanzanian,
return,
return,
returning,
return,
returned,
returnee,His
returning,
returnable,Sci
unreturned,Med
returner,Edu+Sci
reflex,Med
reflexive,Hum
reflex,Med
reflexivity,
inescapable,
inescapably,
internecine,
apace,
upgrade,
upgrade,Sci
upgraded,Sci
upgrading,
appear,
appearance,
reappear,
reappearance,
admixture,
ban,
ban,
banned,
banning,
talc,Sci
tubular,Med
escherichia,Med
coli,Med
thioredoxin,Med
bacteriophage,Med
polymerase,Sci+Med
lament,
lament,
lamentation,Hum+Rel
lamentable,
lamentably,
lamented,His
telehealth,Sci
smart,Sci
malaria,Med
clinician,Med
inchoate,
epoch,
epochal,
conversation,
conversational,Hum
conversant,
conversationalist,
conversationally,Soc
victim,
victimization,Soc
victimize,
victimized,
victimless,Law
epithelial,Med
negotiation,Law
negotiate,
negotiator,Law
negotiating,Law
negotiated,Law
renegotiate,
renegotiation,
renegotiated,Law
negotiating,Law
habituation,Rel
habituate,
habituated,His
mechanistic,Rel
mechanization,
mechanized,
mechanize,
incontrovertible,
incontrovertibly,
controvert,Hum
curtail,
curtailment,
curtailed,
invidious,
invidiously,Law
forge,
forgery,
forged,
forge,
forging,
forger,Edu
toolkit,
ennoble,
ennobling,Hum
intriguing,
intrigue,
intrigue,
intriguingly,
suspect,
suspect,
suspected,Med
unsuspecting,
suspect,
unsuspected,
obfuscate,
obfuscation,Hum
peruse,
perusal,
quasi,
quasi,
collate,
collation,Hum
expensive,
inexpensive,
inexpensively,
expensively,
disharmony,
malignant,Med
malignancy,Med
malign,
malign,
maligned,
debilitating,
debilitate,
debilitative,Soc
debilitation,His
debilitated,
atom,Sci
atomic,Sci
subatomic,Sci
atomize,
atomized,
atomism,Rel
atomizer,Sci
stymie,
stymie,
stymied,His
avowed,
avow,
avowedly,
disclaimer,
disclaim,
hedonism,
hedonistic,
hedonist,
emancipation,
emancipate,
emancipatory,
emancipated,
market,
marketing,Fin
market,
marketer,Fin
marketable,
marketability,
marketeer,Law
marketed,Sci
lay,
lay,Rel
laying,
laid,
compartment,Med
compartmentalize,
compartmentalization,
compartmentalized,
multifarious,
numerator,
remittance,His
remit,
remit,Med
endocytosis,Med
endocytic,Med
endocytotic,Med
endocytosed,Med
endocytose,Med
endocytosing,Med
award,
award,
awarding,
silkworm,Sci
larval,Sci+Hum
midgut,Sci
aggrandizement,
aggrandize,Law+Hum
Hellenistic,
Hellenic,
pseudo,
replenish,
replenishment,
replenished,
countrywide,
extirpate,
extirpation,
guidepost,
demoralize,His
demoralization,
demoralized,His
demoralizing,
contradistinction,
trenchant,
trenchantly,
transcribe,
transcriber,Soc
transcribed,
mutable,
mutability,Hum
offset,
offset,Sci
offset,Sci
offsetting,
messy,
mess,
mess,
messiness,
messiest,Law
messily,Sci
record,
record,
recording,Hum
recorder,
recorded,
unrecorded,
record,
recording,
disk,Sci
disc,Sci
diskette,
drug,Med+Sci
species,Sci
specie,Sci
wolf,Sci
wolves,Sci
wolfs,Sci
corruption,His
corrupt,
corrupt,
corrupting,
corrupted,
incorruptible,
corruptible,Hum
corruptly,His
biannual,
pharmacokinetics,Med+Sci
agglomeration,
contamination,Med
contaminate,Med
contaminated,Med
uncontaminated,
contaminating,
evenly,
uneven,
unevenly,
unevenness,
evenness,
inexplicable,
inexplicably,
explicable,
oxide,Sci
acquisitive,
acquisitiveness,
indivisible,Rel
divisible,
foresee,
foreseeable,Law
nitric,Sci
vaccine,Med
unforeseen,
unforeseeable,
fracture,Med
fractured,
fracture,
fracturing,
businessperson,
probity,
perforce,
slave,His
slavery,His
slave,
slavish,
slavishly,
purveyor,
purvey,
insuperable,
abridge,Law
abridged,
abridgement,Law
number,
number,
numbered,
numbering,
numberless,
unnumbered,Hum
strident,
stridently,
wane,
waning,
wane,
waning,
prima,Law
prima,
cognizant,Edu
cognizance,
insidious,
insidiously,
indolent,Med
indolence,
update,
update,Sci
updated,
updating,
mention,
mention,
unmentioned,
unmentionable,Law
unmentionable,His
militant,His
militant,His
militancy,His
militantly,
homepage,
assiduously,
assiduous,
compel,
compelling,
compellingly,
thereupon,
pool,
pool,
pooled,Med
pooling,
malefactor,
disfavor,
disfavor,
disfavored,Law
disinclined,
disinclination,
inhibitor,Med+Sci
consumer,
consume,
consumerism,Rel
consuming,
consumable,
consumed,
ribosomal,Med
ribosome,Med
sars,Med+Soc
brainstorm,Edu
brainstorming,Edu
brainstorming,
brainstorm,
homogenize,
homogenized,
homogenizing,
wholesale,
wholesaler,Fin
wholesale,
wholesale,
capitalize,
capitalization,Fin
capitalized,
archetypal,Hum+Rel
archetype,Hum
archetypical,
erosive,
futility,Hum+His
regiment,His
regimental,His
regimented,
regimentation,
regiment,
rule,
rule,
ruler,
ruling,His
ruling,Law
ruled,
misrule,His
submit,
submitted,
ambitious,
ambitiously,
unambitious,Edu
Assyrian,Hum
Assyrian,
envision,
envisioned,
nucleic,Sci+Med
particles,Sci+Med
pneumonia,Med
pneumonic,Med
pneumonitis,Med
pneumonectomy,Med
infection,Med
enantiospecific,Med
lead,
leader,
leadership,Edu
leading,
lead,
misleading,
mislead,
misleadingly,
leaderless,His
misled,
skeptical,
skepticism,
skeptically,
scepticism,His
sceptical,
sceptic,Rel
networks,Sci+Med+Soc
legislation,Law
legislative,Law
legislator,Law
legislate,Law
legislatively,Law
legislated,
insupportable,
colloquial,Hum
colloquially,
colloquialism,Hum
discretion,Law
discretionary,Law
discreet,
discreetly,
indiscretion,
discretely,
indiscreet,
indiscreetly,Law+Hum
former,
formerly,
former,
lucid,
lucidity,Hum
lucidly,
mix,
mix,
mixed,
mixing,
mixer,Sci
unmixed,
unwittingly,
unwitting,
wittingly,
coronavirus,Med+Soc
coronary,Med
coronaviruses,Med
therapeutic,Med
therapeutically,Med
therapeutical,Med
therapeutist,Med
management,Fin+Med
managerial,Fin
manager,Fin
manage,
tentative,
tentatively,
tentativeness,
sagacity,
fade,
faded,
fading,
fading,
fade,
blood,Med+His
reserve,
reservation,His
reserve,
reserve,
reservist,Sci
reserved,
unreservedly,
unreserved,
bibliometric,Sci+Hum
search,
search,
searcher,
searching,
searching,
searchingly,His
inhibitor,Med+Sci
episode,
episodic,
episodically,
harness,
harness,
harnessing,
therapy,Med
therapeutic,Med
therapeutically,Med
therapeutical,Med
therapeutist,Med
3d,Sci
efflorescence,
contemporaneous,Hum
contemporaneously,
prescient,
prescience,
presciently,
immunosenescence,Sci
frequency,Med
infrequency,
discontinue,Med
discontinuation,Med
discontinued,
discontinuance,
cure,
cure,Med
curative,Med
incurable,
curable,Med
cured,
curative,
incurably,Law+Rel
verily,
